hERG_IC50,hERG_h,hERG_Bmax
8.802,1.915,84.93
11.18,1.366,93.54
13.15,1.374,99
13.01,1.368,99
8.415,1.699,86.86
12.51,1.446,99
10.73,1.351,91.46
14.22,1.236,99
9.806,1.6,87.5
10.28,1.389,88.89
8.596,1.54,81.99
13.22,1.321,99
9.839,1.518,89.88
14.42,1.312,99
9.995,1.458,87.89
8.025,1.642,82.02
12.98,1.399,97.83
12.08,1.417,94.32
12.58,1.288,96.81
14.37,1.255,99
11.46,1.419,91.67
11.43,1.342,93.99
12.65,1.3,94.25
8.677,1.571,85.43
14.87,1.291,99
13.93,1.25,99
13.2,1.251,99
10.4,1.437,90.67
10.38,1.585,85.97
11.18,1.429,94.93
9.583,1.539,86.83
13.82,1.253,99
13.62,1.241,99
9.118,1.614,84.64
9.236,1.674,82.89
8.47,1.741,82.6
13.45,1.236,99
8.977,1.459,85.66
10.38,1.64,89.95
10.87,1.432,90.07
14.16,1.264,99
9.586,1.669,87.65
14.45,1.243,99
12.51,1.301,99
11.53,1.411,94.66
12.23,1.396,99
11.71,1.424,92.83
12.18,1.359,99
12.8,1.353,99
13.93,1.368,99
13.66,1.288,99
13.19,1.281,99
10.78,1.406,89.01
12.57,1.375,99
9.85,1.581,86.34
9.73,1.642,87.21
13.02,1.373,99
8.311,1.781,80.54
13.1,1.191,98.85
9.83,1.605,85.83
11.04,1.461,93.41
13.85,1.217,99
11.7,1.353,91.62
10.42,1.393,89.88
8.5,1.888,84.44
10.01,1.477,90.44
7.922,1.865,79.42
