ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
5227,1.813,13230,1.078,3576,0.5682
4476,1.634,13260,1.237,3651,0.5914
4737,1.47,13580,1.079,2717,0.809
4458,1.414,13080,1.066,3718,0.5127
5203,1.617,14500,0.9368,4324,0.636
5428,1.569,14150,1.022,4181,0.5185
5329,1.606,12660,1.178,2429,1.039
4114,1.657,13940,1.123,2192,0.7926
4734,1.65,12900,1.154,2267,0.9442
4225,1.525,13170,1.124,2771,0.8547
3631,1.472,11740,1.307,1693,0.577
3793,1.567,12610,1.179,2960,0.6444
4145,1.376,11980,1.616,3950,0.6587
4139,1.755,13500,1.479,2291,0.8598
3878,1.593,12350,1.348,3678,0.7878
4945,1.969,14540,0.9959,2027,0.6109
6000,1.931,12730,1.262,1769,0.9134
5029,1.354,13910,1.177,4017,0.9008
5615,1.94,14590,0.9412,4903,0.5623
4828,1.982,13730,1.223,5018,0.7831
4790,1.557,12810,1.123,3419,0.8104
5100,1.314,16540,0.8737,4109,0.5559
5143,1.583,16800,0.7147,4956,0.7555
5349,1.443,12970,1.294,3945,1.069
4982,1.417,15560,1.141,1324,1.454
5682,1.872,14210,1.104,1575,1.483
4787,1.767,14700,1.091,1748,0.7865
5489,1.988,14270,0.9726,3891,0.6134
4671,1.695,13570,1.253,2310,0.8465
4742,1.513,14160,1.135,3113,1.13
5397,1.824,13560,1.07,5174,0.6512
5060,1.892,13400,1.302,4429,0.5059
4976,1.529,12400,1.232,4001,0.6523
4378,1.523,13620,1.081,3324,0.7694
5175,1.772,13680,1.206,4402,0.6162
5022,1.651,12370,1.241,3441,0.6547
5366,1.636,12320,1.411,4065,0.6911
5025,1.798,16250,0.8659,3822,0.643
5577,1.725,13900,1.048,3477,0.6294
4185,1.509,12420,1.39,3256,0.8296
5390,1.587,12710,1.161,4278,0.6392
4739,1.854,12910,1.06,2164,0.7325
5194,1.988,13680,1.176,3834,0.6023
4267,1.359,13370,1.312,3513,0.6779
4804,1.499,12880,1.187,2844,0.7279
6051,1.935,12830,1.163,3185,0.6628
4828,1.684,14030,0.9982,3230,0.6274
4851,1.744,13750,0.944,4131,0.5618
4679,1.796,15880,0.9416,3516,0.7138
4493,1.462,12580,1.057,4373,0.5678
4754,1.431,13190,1.122,4666,0.7016
5636,1.778,14410,1.019,3792,0.63
5123,1.474,13830,1.269,3801,0.6864
4992,1.397,12370,1.397,3517,0.7377
4666,1.327,12740,1.142,3729,0.8205
4973,1.546,12470,1.33,3130,0.5611
4355,1.415,13020,1.075,2571,0.9008
4579,1.751,13930,1.125,2929,0.8138
5068,1.5,13520,1.181,3239,0.919
4692,1.52,13270,1.066,2530,0.9593
5004,1.66,13400,1.064,3086,0.7451
5294,1.396,12450,1.276,3410,0.8647
5183,1.815,13160,1.184,7227,0.633
4655,1.785,14410,0.9793,3818,0.6407
5537,1.412,12240,1.179,3830,0.6147
5479,1.805,13030,1.167,4007,0.7034
4743,1.758,12950,1.221,4163,0.9051
5420,1.528,14570,0.946,4316,0.5188
4721,1.552,13520,1.146,3419,0.6451
6107,1.711,13890,1.225,5324,0.7369
4321,1.613,13590,1.011,3785,0.7318
4890,1.654,12200,1.047,2978,1.023
4850,1.656,12820,1.075,3072,0.6866
5003,1.498,14000,1.156,3498,0.5636
4011,1.491,13960,1.018,5326,0.6202
5973,1.759,13390,1.121,2904,0.6989
4522,1.664,13410,1.165,6316,0.5318
4805,1.695,14060,0.974,3908,0.578
4542,1.49,12530,1.465,3083,0.5912
4655,1.527,13940,1.17,3141,0.6168
5572,1.854,15160,0.9504,3741,0.8339
5264,1.863,12460,1.102,3670,0.5778
5517,1.532,12230,1.061,2411,0.6282
5062,1.364,13930,1.202,4290,0.7774
